"Club";"Barra";"Titulo";"Letra"
"tigre";"la barra del matador";"esta barra es una fiesta";"vamos vamos matadores…  ponga huevo vaya al frente…  que la hinchada esta re loca  y quiere festejar…  aunque ganes aunque pierdas…  esta banda es una fiesta…  la que da por la vida…  y te sigue a donde vas…  al puto de river yo le quiero avisar  que fuimos en tren y no nos vino a buscar…  nos chupa la pija todos esos putos  de la federal…  vamos vamos matadores te venimos alentar…  y a toda tu gente no le podes fallar…  che bostero amargo...  quedaste callado…  cuando jugamos la final…"
"tigre";"la barra del matador";"esta es la banda loca de los matadores";"esta es la banda loca de los matadores la que le pide huevo a los jugadores la que deja la vida por estos colores la que siempre te alienta para ser campeones y vamos matadores hay que poner mas huevos hay que poner mas huevos para ser primeros vamos a quemar quilmes y la bombonera y que todos los putos de boca se mueran"
"tigre";"la barra del matador";"esta es la barra del matador";"esta es la barra del matador la que corrió a quito en ecuador la que se para siempre de mano la que corrió a chacarita y a los putos tucumanos che funebrero vas a morir chicago ortiva vos no existís te refugias con la policia vos sos el mas vigilante de toda la argentina soy de tigre y me chupa bien la pija toda la federal y el periodismo de argentina soy de tigre y me chupa bien la pija por eso hay que saltar el que no salta es un ortiva"
"tigre";"la barra del matador";"esta es la de siempre";"esta es la de siempre es la barra del matador la que fue para nuñez y a river nunca encontro hay que poner mas huevos y la vuelta vamos a dar todos de la cabeza y a victoria vamos a festejar lo mejor que tiene tigre es su gente oh oh oh que lo sigue y lo alienta hasta la muerte oh oh oh de chiquito ya mi viejo me decia que chacarita es chupa pija y que chicago es policia"
"tigre";"la barra del matador";"funebrero funebrero";"funebrero funebrero que amargado se te ve cada vez nos falta menos para volvernos a ver."
"tigre";"la barra del matador";"hay que alentar al matador";"hay que alentar al matador hay que alentar de corazón ganes o pierdas yo cada vez te quiero mas yo a vos te sigo a donde vas de la cabeza al matador  voy a alentar la vida yo voy a dejar siempre estare aca con vos aunque vos no salgas campeon"
"tigre";"la barra del matador";"hay que verguenza mirar al funebrero";"hay que vergüenza mirar al funebrero pidiendo las banderas por la televisión vos amagaste que entrabas a la cancha pero no te animaste por que sos un cagón solo te pido que cuides bien los trapos por que acá en victoria hay una colección por eso yo no olvido mas chaca se quería matar las banderas que perdiste no la recuperas mas vos sos un cagón la gente ya se entero chupa pija de un chileno la puta que te pario"
"tigre";"la barra del matador";"las hinchadas se quieren matar";"las hinchadas se quieren matar cuando se habla de nuestra amistad los llevamos en el corazón soy de tigre y soy de morón tigre y morón son amigos tigre y morón son amigos tigre y morón son amigos tigre y morón son amigos"
"tigre";"la barra del matador";"les vamos a quemar los polvorines";"les pido que alentemos un poquito más  y la vuelta vamos a dar  griten todos que a esos giles  les vamos a quemar los polvorines  griten todos que a esos giles  les vamos a quemar los polvorines"
"tigre";"la barra del matador";"locos los putos de all boys";"locos los putos de all boys  a mi me vuelven loco los putos de all boys me los voy a culliar me los voy a cojer  esta tarde en victoria y en floresta tambien me vuelven loco los putos de all boys a mi me vuelven loco los putos de all boys me los voy a culliar me los voy a cojer  esta tarde en victoria y en floresta tambien"
"tigre";"la barra del matador";"los de lomas son todos putos";"sos amigo de los cervecé  tirapiedras vos tenés que ser  a saavedra vos vas a alentar  chupapijas sos del calamar  los de lomas son todos putos los de lomas son todos putos."
"tigre";"la barra del matador";"los putos de almirante brown";"escuchen corran la bola  se hicieron putos los negros de casanova. que lindo es vamo a cojer  allá en los ranchos cerca de la ruta 3  los negros llega la noche  y se visten de mujer  para hacer un par de pesos  porque tienen que comer."
"tigre";"la barra del matador";"los putos de caballito";"oh van a la cancha en un fitito son los putos de caballito"
"tigre";"la barra del matador";"los putos de casanova";"escuchen corran la bola se hicieron putos los negros de casanova que lindo es vamo a cojer allá en los ranchos cerca de la ruta 3. cuando llega la noche se disfrazan de mujer para hacerse unos mangos porque tienen que comer."
"tigre";"la barra del matador";"los vieron corriendo por libertador";"los vieron corriendo por libertador era el funebrero en una maraton que putoi que es chaca no sabe que hacer  ven al matador y salen a correr"
"tigre";"la barra del matador";"mama yo quiero";"mama yo quiero ooh mama yo quiero ooh mama yo quiero mama que gane tigre ooh que gane tigre ooh que gane tigre y todo el año es carnaval"
"tigre";"la barra del matador";"matadores te vinimos a ver";"matadores te vinimos a ver pongan huevo no podes perder te llevamos en el corazón te queremos ver salir campeón dale matador ponga huevo dale matador ponga huevo"
"tigre";"la barra del matador";"me dicen el matador";"me dicen el matador nací en victoria nosotros tenemos el vino y también la droga los sabados a la tarde me voy a ver al matador por que tigre desde victoria sale campeón mamatador mamatador mamatador mamatador"
"tigre";"la barra del matador";"me lo dijo una gitana";"me lo dijo una gitana me lo dijo con fervor larga la mariguana o te vas para el cajon me lo dijo una gitana yo no le quice creer yo le sigo dando al vino a los fasos y al papel una gitana loca tiro la cartas dijo que el matador iba aser campeon ya corrimos a defe y no paso nada hoy corremos al chaca que es un cagon."
"tigre";"la barra del matador";"mire mire que locura";"mire mire que locura  mire mire que emocion ya lo veo al funebrero  esquibando balas por libertador"
"tigre";"la barra del matador";"mirelon a tigre como se mueve";"mirelon a tigre como se mueve que esta bailando la tarantela (!!!!) se mueeeveee para acaaa se mueeeveee para allaa esta es la banda mas loca que hay"
"tigre";"la barra del matador";"oh le le oh la la";"oh le le oh la la a tigre y a los mates los une la amistad."
"tigre";"la barra del matador";"oh no tenes verguenza";"oh no tenés vergüenza che chicago son cincuenta oh no tenés vergüenza oooh."
"tigre";"la barra del matador";"ole ole ole cada dia te quiero mas";"ole ole ole ole ole ole ola ole ole ole cada dia te quiero mas yo soy de tigre es un sentimiento que no puedo parar"
"tigre";"la barra del matador";"para ser funebrero se necesita";"para ser funebrero se necesita una gorra y un pito una gorra y un pito para ser funebrero"
"tigre";"la barra del matador";"poder encontrarnos de nuevo";"poder encontrarnos de nuevo es lo unico que pido donde la barra de tigre se plante sin ser reprimidos quiero que sea en cualquier lugar pero sin detenidos por que chicago es la federal es como chaca vergüenza nacional que con los chilenos vendio el pueblo argentino y que la cuenten como quieran los putos resentidos la banda de victoria va al frente y se para de manos la historia que paso en mataderos la gente se entero al fin va a decir la verdad el que escribe en los diarios chicago se refugia en su cancha con la 42"
"tigre";"la barra del matador";"podran pasar mil anos";"podran pasar mil años y nunca salir campeón prefiero se hincha de tigre y no amargo como vos"
"tigre";"la barra del matador";"pongan huevo matadores";"pongan huevos matadores pongan huevo y corazón que esta hinchada se merece se merece ser campeón"
"tigre";"la barra del matador";"por que a tigre lo quiero lo vengo a alentar";"por que a tigre lo quiero lo vengo a alentar por que a tigre lo quiero lo vengo a alentar en las buenas y en las malas mucho mas"
"tigre";"la barra del matador";"por que no miran a tigre y el gallito";"todos nos llaman los negro de mierda las barra bravas se tienen que terminar por que no miran a tigre y el gallito que son amigos son amigos de verdad"
"tigre";"la barra del matador";"porque soy del matador";"porque soy del matador a primera voy a volver el hambre nunca mas a matar  a todos estos putos de la b por que tigre tiene huevos de la b me voy a ir vamo’ a quemar quilmes y san martin”"
"tigre";"la barra del matador";"porque yo soy del matador";"porque yo soy del matador al nacional vamos a volver no le matamos el hambre nunca mas a esos putos de la b porque tigre tiene huevos de la b me voy a ir vamos a quemar a quilmes y san martín"
"tigre";"la barra del matador";"que alegria que alegria";"que alegria que alegria ole ole ola vamos tigre todavia que estas para ganar todos de la cabeza haciendo descontrol solo te pido tigre que vos salgas campeón el dia que me muera yo quiero mi cajon pintado azul y rojo como mi corazón"
"tigre";"la barra del matador";"racing boton";"con el machete en la mano la chapa en el corazón! serás siempre vigilante! la academia racing club racing botón! racing botón! racing botón! racing botón!"
"tigre";"la barra del matador";"senores dejo todo me voy a ver a tigre";"señores dejo todo me voy a ver a tigre por que los jugadores me van a demostrar que salen a ganar que quieren salir campeón que lo llevan adentro como lo llevo yo"
"tigre";"la barra del matador";"senores yo soy de tigre";"señores yo soy de tigre por que a tigre yo lo quiero vamos a ir a todos lados si el equipo pone huevo la vuelta vamos a dar vamos a salir primero se lo dedicamos a quilmes y a los putos funebreros"
"tigre";"la barra del matador";"si sos de chaca";"si sos de chaca la puta que te parió si sos de chaca la puta que te parió vos sos amargo vos sos cagón con esa hinchada no podés salir campeón."
"tigre";"la barra del matador";"si sos de la paternal";"si sos de la paternal vos sos un homosexual si usted lo mira muy bien son putas de cabaret van buscando porongas porque a la noche se hacen cojer van buscando porongas porque a la noche se hacen cojer"
"tigre";"la barra del matador";"si sos hincha de tigre";"si sos hincha de tigre tenes que venir si sos hincha de tigre tenes que venir vamos todos vamos todos a san martin"
"tigre";"la barra del matador";"siempre yo te vengo a ver";"siempre yo te vengo a ver nunca voy a faltar te sigo a todas partes me dice mi corazón que aunque no seas campeón nunca voy a dejarte y que pase lo que pase hasta la muerte siempre te voy a seguir de pendejo soy de tigre no me importa nada vos me haces feliz y con la azul y roja cubriendo mi cuerpo me voy a morir y con la azul y roja cubriendo mi cuerpo me voy a morir"
"tigre";"la barra del matador";"solo tiran piedra";"solo tiran piedra ooooooooooooooooooo son lo puto de saavedra"
"tigre";"la barra del matador";"son los putos de caballito";"oooooooo solo chupan pitos son los putos de caballito"
"tigre";"la barra del matador";"sos amigo de los cervece";"sos amigo de los cervecé  tirapiedras vos tenés que ser  sos amargo como el calamar  y tu aguante es la federal  en chicago son todos putos  en chicago son todos putos."
"tigre";"la barra del matador";"te pido que alentemos un poquito mas";"te pido que alentemos un poquito mas y la vuelta vamos a dar te pido que alentemos un poquito mas y la vuelta vamos a dar matadores pongan huevos que esta (tarde\noche) a (rival de turno) los cojemos matadores pongan huevos que esta (tarde\noche) a (rival de turno) los cojemos"
"tigre";"la barra del matador";"tigre locura";"tigre locura que tenemos aguante eso no hay dudas  tigre te quiero antes de ser de chaca yo me muero  vamos vamos victoria hoy te vinimos a ver esta hinchada esta loca no podemos perder."
"tigre";"la barra del matador";"tigre mi buen amigo";"tigre mi buen amigo esta campaña volveremos a estar contigo te alentaremos de corazón esta es tu hinchada que te quiere ver campeón no me importa lo que digan lo que digan los demás yo te sigo a todas partes cada vez te quiero mas"
"tigre";"la barra del matador";"tigre se va de la b";"tigre se va de la “b” tigre se va de la “b” se va porque tiene huevo y le sobra hinchada para no volver."
"tigre";"la barra del matador";"tigre tigre de mi vida";"tigre tigre de mi vida vos sos la alegría de mi corazón sabes todos lo que siento te llevo aca adentro de mi corazón"
"tigre";"la barra del matador";"tigre ya estuvo en primera";"tigre ya estuvo en primera y un día tiene que volver por toda la gente que lleva nos queda muy chica la b somos la banda más loca y se lo vamos a demostrar vamos a copar la bombonera y el monumental."
"tigre";"la barra del matador";"tigre yo a vos te quiero";"tigre yo a vos te quiero yo te sigo desde pendejo ni gallina tampoco bostero soy de tigre por que te quiero te vengo a alentar pongan mas huevos matador la pasión la locura de mi corazón matador yo por vos doy la vida por verte campeón"
"tigre";"la barra del matador";"vamos los matadores";"vamos los matadores vamos los matadores vamos los matadores vamos los matadores aunque ganes o pierdas no me importa una mierda sigo siendo de tigre por que a tigre lo quiero"
"tigre";"la barra del matador";"vamos vamos matadores";"vamos vamos matadores poniendo huevo vamos a ganar si te vas para el descenso eso no importa te sigo igual tigre te llevo en el alma y cada día te quiero mas"
"tigre";"la barra del matador";"vamos vamos matadores ponga huevo vaya al frente";"vamos vamos matadores… ponga huevo vaya al frente… que la hinchada esta re loca y quiere festejar… aunque ganes aunque pierdas… esta banda es una fiesta… la que da por la vida… y te sigue a donde vas… al puto de river yo le quiero avisar que fuimos en tren y no nos vino a buscar… nos chupa la pija todos esos putos de la federal… vamos vamos matadores te venimos alentar… y a toda tu gente no le podes fallar… che bostero amargo... quedaste callado… cuando jugamos la final…"
"tigre";"la barra del matador";"vamos vamos victoria hoy te vinimos a ver";"vamos vamos victoria hoy te vinimos a ver que esta hinchada esta loca hoy no podemos perder tigre locura que tenemos aguante eso no hay dudas tigre te quiero antes de ser de chaca yo me muero"
"tigre";"la barra del matador";"vamos victoria con huevos vaya al frente";"vamos victoria con huevos vaya al frente que te lo pide toda la gente vamos victoria con huevos vaya al frente que te lo pide toda la gente la banda quiere que tigre ponga huevo para salir primero y ganar el nacional la banda quiere matar al funebrero  al puto cervecero y al puto calamar."
"tigre";"la barra del matador";"vayas a donde vayas yo voy contigo";"ohh matadores ohh matadores vayas a donde vayas yo voy contigo siempre de la cabeza tomando vino si no tenemos coca fumamos chala vamo todos a la cancha con damajuana"
"tigre";"la barra del matador";"veni plantate marron";"veni plantate marron que de tu hinchada me encargo yo veni plantate marron llego la barra del matador yo soy de tigre no quedan dudas como esta hinchada ya no hay ninguna fumando porro de la cabeza vamos victoria que esta banda es una fiesta pongan mas huevo que esta banda no te deja"
"tigre";"la barra del matador";"vos no lo ves no lo tocas";"vos no lo ves no lo tocas pero están presentes tantos momentos inolvidables que lleva mi mente por eso tigre una ilucion solo te pido para los pibes que desde el cielo te alientan conmigo"
"tigre";"la barra del matador";"vos sos mi droga";"vos sos mi droga yo te sigo siempre a todos lados por tigre dejo la vida ni la vida ni la muerte nos va a separar tantos momentos de alegría que pase a tu lado lo dejo todo no me importa mas nada te vengo a alentar con esta hinchada no podemos perder con esta hinchada vos tenes que ganar esta banda se merece seguir alentando en primera"
"tigre";"la barra del matador";"vos sos mi vida la pasion";"vos sos mi vida la pasión no puedo compararte las cosas que yo hice por vos no las hice por nadie te sigo siempre a todos lados no me importa nada yo te aliento hasta el final matador matador matador matador yo a vos te sigo"
"tigre";"la barra del matador";"ya llego la hora";"ya llego la hora voy a ver a tigre dejo todo lo que tengo que hacer me voy a ver al matador la banda esta loca va a matar a chaca che chaca cuidate del matador que los tiros van a volver dale dale dale matador vayas a donde vayas te voy a alentar dale dale dale matador que tu hinchada loca quiere festejar"
"tigre";"la barra del matador";"ya tenemos una cama";"ya tenemos una cama ya tenemos un colchon y la pija bien parada pa cogernos al marron"
"tigre";"la barra del matador";"yo paro en una banda";"yo paro en una banda es la mas loca de todas lo sigue a los matadores con el vino y con la droga para salir primero hay que poner mas huevos matar a las gallinas y a todos los bosteros"
"tigre";"la barra del matador";"yo soy de tigre por que el mundo me hizo asi";"yo soy de tigre por que el mundo me hizo asi no puedo cambiar no como el puto funebrero que corrieron de local y no me importa donde juegue por que yo voy a cualquier lugar matador cada vez te quiero mas"
"tigre";"la barra del matador";"yo te quiero matador";"yo te quiero matador a vos te sigo vos sos mi vida siempre te voy a alentar no como chaca que es policia vayas a donde vayas esta es tu hinchada que sigue alentando vamos tigre vamos a ganar que la banda esta de fiesta vamos victoria no le falles a tu hinchada la que te sigue en las buenas y en las malas yo soy asi a tigre yo lo quiero vamos a matar a todos los bosteros"
"tigre";"la barra del matador";"yo te quiero matador te quiero ver campeon";"yo te quiero matador te quiero ver campeón hay que poner mas huevos yo te sigo a donde vas te aliento hasta el final por que yo a vos te quiero yo le pido al funebré que aguante un poco mas nos vamos a ver de nuevo  vamos a ir a san martin lo vamos a copar lo vamos a prender fuego dale matador hoy tenes que ganar que vamos a volver al nacional"
"aldosivi";"la pesada del puerto";"antes de ser de alva yo me muero";"verde locura que tenemos aguante no hay duda verde te quiero antes de ser de alva yo me muero vamos vamos aldosivi te vinimos a ver la pesada esta loca no podemos perder"
"aldosivi";"la pesada del puerto";"de pibe siempre de la cabeza en la plaza del barrio";"de pibe siempre de la cabeza en la plaza del barrio dejando la vida en la tribuna para verte a vos el verde sigue siendo el orgullo de todos los años a mi no me interesa en que cancha yo siempre voy con vos ascender a primera es lo que mas quiero tener la cancha en el barrio del puerto como el ministerio si yo no te veo un domingo te juro me muero porque esta banda siempre va alentar ganes o pierdas siempre hasta el final ponga huevos aldosivi que tenes que ganar la pesada esta loca no para de alentar"
"aldosivi";"la pesada del puerto";"esta es la banda la de emiliano";"vamos vamos vamos los del puerto para salir primero hay que poner mas huevo vamos vamos los del puerto párate de mano que nos sobran huevo se para de mano esta es la banda la de emiliano"
"aldosivi";"la pesada del puerto";"la pesada esta con vos";"dale ver hay que poner más huevos dale ver hay que salir primero y dale tiburooooon la pesada esta con vos vamos aldosivi pongamos mas huevos esta es tu hinchada que te sigue a donde vas dale ver hay que poner más huevos dale ver hay que salir primero y dale tiburooooon la pesada esta con vos vamos aldosivi pongamos mas huevos esta es tu hinchada que te sigue a donde vas"
"aldosivi";"la pesada del puerto";"la que toma maradona";"quiero tomar la de olmedo la que toma maradona la que toma carlos menem la que pega voladora vas a ver no somos vigilantes siempre vamos a todas partes vas a ver no somos matadero no aguantamos en patrullero hay que alentar al tiburon en las buenas y en las malas que nos chupen bien la pija todas las demás hinchadas"
"aldosivi";"la pesada del puerto";"llega la banda del verde";"llega la banda del verde llega la banda mas loca viene corriendo terneros viene tomando falopa"
"aldosivi";"la pesada del puerto";"llega la banda loca de la pesada";"llega la banda loca de la pesada la que lo sigue al verde a todas las canchas la que deja la vida por los colores la que le pide huevos a los jugadores..."
"aldosivi";"la pesada del puerto";"los domingos en la cancha";"los domingos en la cancha de la cabeza con los bombos y los trapos la pesada te alienta yo te quiero tiburón vos sos mi vida estar a tu lado es una alegría que voy a hacer que voy a hacer si te llevo en la piel que voy a hacer que voy a hacer esta locura no la van a entender"
"aldosivi";"la pesada del puerto";"mi piel y mi sangre la llevo pintada verde y amarillo";"estoy escabiando me estoy preparando para ir a la cancha que yo me muero por volverte a ver todas las banderas y todos los bombos vamos aldosivi pongamos huevo no podes perder por eso quiero verte ascender a todos lados yo te voy a ver mi piel y mi sangre la llevo pintada verde y amarillo por eso quiero verte ascender a todos lados yo te voy a ver mi piel y mi sangre la llevo pintada verde y amarillo"
"aldosivi";"la pesada del puerto";"quiero tomar la de olmedo la que toma maradona";"quiero tomar la de olmedo la que toma maradona la que toma carlos menem la que pega voladora vas a ver no somos vigilantes siempre vamos a todas partes vas a ver no somos matadero no aguantamos en patrullero hay que alentar al tiburon en las buenas y en las malas que nos chupen bien la pija todas las demás hinchadas"
"aldosivi";"la pesada del puerto";"senores yo soy del puerto";"señores yo soy del puerto un barrio con mucha historia donde no falta cultura a donde el aguante sobra lo fundaron los obreros crecimos como atorrantes por eso esta es la pesada la banda con mucho aguante aldosivi es así el capo de la ciudad no le cabe chamuyar porque al frente siempre va esto si es una pasión cada vez te quiero mas y no somos una moda como los de champagnat ohhh ohhh ohhh ohhh ohhh alva la mentira se acabo ohhh ohh ohhh ohhh ohhh que suerte que soy del tiburón"
"aldosivi";"la pesada del puerto";"soy de aldosivi porque yo naci en el puerto";"soy de aldosivi porque yo naci en el puerto soy de aldosivi hasta el dia que me muera a los jugadores yo les pido que esta año ascendamos y pongamos mucho huevo dale dale dale dale dale verde dale dale dale dale dale verde dale dale dale dale dale verde dale dale dale dale dale verde"
"aldosivi";"la pesada del puerto";"vamos aldosivi te vinimos a ver porque tenemos aguante";"vamos aldosivi te vinimos a ver porque tenemos aguante no somos como los putos de alvarado son todos vigilantes de la cabeza fumando marihuana tomando vino para bajar la pala y si esta tarde aldosivi gana nos vamos de caravana"
"aldosivi";"la pesada del puerto";"vamos campeon vamos a ganar";"vamos campeón vamos a ganar donde jugues yo voy a estar vamos campeón te alentare en el tablón donde jugues señores soy del puerto lo sigo a todos lados corrimos al funebrero a tigre y alvarado cuando la pesada te alienta lo hace hasta el final final final"
"aldosivi";"la pesada del puerto";"verde de mi vida";"verde verde de mi vida vos sos la alegría de mi corazón sabes todo lo que siento yo te llevo adentro de mi corazón"
"aldosivi";"la pesada del puerto";"verde locura que tenemos aguante no hay duda";"verde locura que tenemos aguante no hay duda verde te quiero antes de ser de alva yo me muero vamos vamos aldosivi te vinimos a ver la pesada esta loca no podemos perder"
"aldosivi";"la pesada del puerto";"yo naci en el barrio del puerto";"yo nací en el barrio del puerto ya se donde voy a morir no importa en que cancha juguemos yo siempre te voy a seguir por eso te aliento esta noche te llevo en el corazón la hinchada quiere un campeonato quiere ser campeon"
"san martin de tucuman";"la banda del camion";"como olvidarme de aquel dia";"como olvidarme de aquel día conocí ciudadela el amor de mi vida son tantos momentos que juntos pasamos porque acá sobra aguante siempre te acompañamos... aqui esta tu hinchada que grita y te alienta porque es rojo y blanco el color de la fiesta san martin es locura que se lleva en las venas..."
"san martin de tucuman";"la banda del camion";"despacito";"santo! ni la distancia nos va separar juegues en la liga o en la a pu**! vos abandonaste vos sos un cag*n  no me hables de historia solo moda sos la famosa banda es la de ciudadelaaa. oh vamos san martin que vamos a ganar! este año la vuelta queremos dar. y que tucumán vuelva a estar de fiestaaaa. ciudadela hizo debutar tu cancha en primera. copó el gallinero y la bombonera. yo te lo recuerdo para que te duela no me vengas con esa canción que vos jugas la copa y que san martin no puede hablar de historia. sos un resentido no tenes memoria!"
"san martin de tucuman";"la banda del camion";"la locura de la droga y el alcohol";"no me arrepiento de este amor aunque me cueste el corazon llevo la camiseta en la piel y yo voy a morir por ciudade vamos a correr al dk puto le vamos a demostrar que el santo se la banca de verdad camina sin custodia policial aunque no demos la vuelta ciudadela es una fiesta la locura de la droga y el alcohol"
"san martin de tucuman";"la banda del camion";"llego el dia esperado te vengo alentar";"llego el dia esperado te vengo alentar ya se escucha la murga y la gente cantar como toda esta hinchada tengo la ilusion que me des la alegria de salir campeon en el mundo es este mi lugar ciudadela barrio popular todo el año somos carnaval mira que distinto que sos vos tu hinchada en la malas siempre se borro no chamuyes solo moda sos la del 44 es de verdad no como la mentira que llevas en el pecho decano cagon..."
"san martin de tucuman";"la banda del camion";"vamos ciudadela";"vamos ciudade vamos vamos vamos ciudade vamos ciudadela la descontrolada la banda del santo que toma merca y dama juana y esta re sarpada se planta y te pega te roba los trapos te hace correr por la ciudadela y adonde sea decano puto cuando te vas a plantar no tenga miedo esta banda tiene aguante de verdad al tomba lo corremos  a talleres ya los vamos a agarrar por chamuyero no me olvido de los putos de colon y los salteños"
"san martin de tucuman";"la banda del camion";"yo te quiero san martin";"yo te quiero san martín  a vos te sigo vos sos mi vida. siempre te voy a alentar con marihuana y con cocaina vayas a donde vayas esta es tu hinchada la que te alienta vamos santo vamos a ganar que la banda esta de fiesta vamos los santos no le falles a tu hinchada la que te sigue en las buenas y en las malas vamos los santos no le falles a tu gente no somos amargos como los de talleres yo soy así al santo yo lo quiero vamo a matar (a quién) al puto del chivero..."
"huracan";"la banda de la quema";"100 anos de locura y de pasion";"100 años de locura y de pasión  100 años que en el barrio mando yo. 100 años que no paran de correr  los putos de la plaza butteler. vos sos así vos sos cagón. ya te quemamos el telón. a dónde están? que no se ven  las de la plaza butteler…"
"huracan";"la banda de la quema";"al cuervo le digo que ya falta menos";"muchas gracias globo por todos estos años  que pasamos juntos en el mismo barrio… al cuervo le digo que ya falta menos  y en la fecha _ _ va a correr de nuevo  y dale dale dale glo… y dale dale dale glo daría mi vida entera por verte campeón. dale dale glo… dale dale glo… te sigo a todas partes siempre estoy con vos…"
"huracan";"la banda de la quema";"al globo cada dia yo lo quiero mas";"llega el domingo y te vengo a alentar al globo cada día yo lo quiero más te llevo en el alma te llevo en la piel juegues donde juegues yo te vengo a ver huracán te vinimos a ver ponga huevo no podes perder te llevamos en el corazón te queremos ver salir campeón y dale dale dale dale gló y dale dale dale dale gló donde vas donde vas voy con vos y dale dale dale dale gló y dale dale dale dale gló te queremos ver salir campeón…"
"huracan";"la banda de la quema";"boedo vamos a quemar";"dale dale huracán yo soy quemero dale dale huracán ponga más huevos cuervo sos un cagón no tenés huevos  pero no te olvides ya falta menos boedo vamos a quemar"
"huracan";"la banda de la quema";"como me voy a olvidar de aquella tarde en el cenicero";"cómo me voy a olvidar de aquella tarde en el cenicero? cómo me voy a olvidar? si demostraste no tener huevos tu aguante es la federal… cuando fuimos al bajo flores viste la banda llegar tiraste tiros por ser cagones… es mi ilusión volver a verte y acá en la quema correrte. vamos a matar un cuervo más.. y ni la yuta te va a poder salvar!"
"huracan";"la banda de la quema";"cuando yo me muera yo quiero que mi cajon";"<p class=""estilo1"" align=""left"">vamos los quemeros yo te vengo a ver tenemos los trapos... de la butteler. jugar en primera y verte campeón pasarme la vida corriento al ciclón. cuando yo me muera yo quiero que mi cajón sea de rojo y blanco como mi corazón... y si perdemos tampoco me hago problema soy cada día más hincha... del globo y de la quema..."
"huracan";"la banda de la quema";"cuervo vos que siempre chamuyas que te plantas";"la banda de la quema ya llegó para alentar en la tribuna la fiesta va a comenzar… dale huracán cuervo la academia river plate… los quiero ver en un combate con el globo alguna vez pero sin correr cuervo vos que siempre chamuyas que te plantas ya todos saben que sin fierro vos cobras con huracán!!!"
"huracan";"la banda de la quema";"cumplimos 100 anos en el mismo lugar";"vamos los quemeros que tenes que ganar  cumplimos 100 años en el mismo lugar  te sigo te aliento te llevo acá adentro… no puedo paraaaar… es la banda de huracán!"
"huracan";"la banda de la quema";"dale alegria alegria a mi corazon";"dale alegría alegría a mi corazón ganar esta nueva copa es mi obsesión llenamos todos los barcos con defensor che cuervo vos lo mirás por televisión nos vas a ver… ganándole otra copa a river plate y si señor… con los goles de wanchope vamo a japón…"
"huracan";"la banda de la quema";"dale globo dale glo";"dale globo… dale glo… yo soy hincha de huracán. te seguimo’ a todas partes  te venimos a alentaaaar. yo soy quemero así lo sientooo… porque el globito es un sentimiento. tenemos huevo tenemos aguante. no como el cuervo que es vigilante…"
"huracan";"la banda de la quema";"dale huracan ponga huevo los quemeros que queremos dar la vuelta";"dale huracán ponga huevo los quemeros que queremos dar la vuelta siempre con vos porque juegues donde juegues esta banda siempre alienta cuervo cagón no me olvido por cobarde a vos te echaron de tu barrio quiero saber donde estaba la gloriosa cuando hicieron el mercado estamos siempre adonde vayas a jugar los jugadores pasan la banda estará corrimos a san lorenzo de visitante y de local la colección de trapos va a continuar"
"huracan";"la banda de la quema";"daria mi vida por ver al globo campeon";"te sigo te aliento te llevo en el corazón daría mi vida por ver al globo campeón por eso te pido que no pares de alentar quiero un campeonato para boedo quemar vamos globo que este es el año no me podes fallar nosotros de acá te alentamos vos tenes que ganar quiero tomar mucha cerveza para poder festejar prepárate cuervo careta te vamos a ma.tar…"
"huracan";"la banda de la quema";"donde esta el telon que una vez tinelli te compro";"san lorenzo vos sos ortiva sos amigo de la policía falta poco ya nos vamos a ver demostrame por qué sos gloriosa por qué vos sos fiel si te fuiste primero a la b y abandonaste! dónde está el telón que una vez tinelli te compró! dónde están no se ven las que dicen plaza butteller!"
"huracan";"la banda de la quema";"de la cabeza donde juegues te voy a alentar";"yo soy quemero y te sigo siempre a todos lados  de la cabeza donde juegues te voy a alentar. y si los pibes que murieron te ven desde el cielo  solo te pido que por ellos tenes que ganar. yo a vos te sigo cuando vos estás bien  yo a vos te sigo cuando vos estás mal. vamos quemero que quiero dar la vuelta y boedo quemaaar…"
"huracan";"la banda de la quema";"dejare mis cosas aca dejare mi vida para ver a huracan";"dale glo y dale dale glo  yo te sigo a todas partes voy con vos  vamos vamos quemeros hay que poner mas huevos  este año yo te quiero ver campeón dejaré mis cosas acá dejaré mi vida para ver a huracán no me importa donde jugués solo me importa volverte a ver una vez más de día viviré preparando el partido de noche no me esperes me voy a tomar la banda de la quema esta descontrolada me voy pero te juro q mañana voy a estar"
"huracan";"la banda de la quema";"el dia que me muera me vas a escuchar";"y dale dale dale dale dale gloooo y dale dale dale dale daleeee gloooooo te llevamos en el corazón a todas partes siempre voy con vos el día que me muera me vas a escuchar porque yo desde el cielo te voy a alentar soy quemero desde que nací y quemero me voy a morir!"
"huracan";"la banda de la quema";"el descenso no va a hacer olvidar";"soy quemero porque es una pasión  esta historia no tiene explicación… el descenso no va a hacer olvidar  el orgullo de ser grande de verdad… y por eso hoy yo te vengo a ver  porque siento que el globo va a volver… que se cuiden los putos del ciclón  que ésta banda del gordo no se olvido…"
